
>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

Matching thres: 0.2

==========================================================================================
Pair ID         | MLE (pixels)    | Accuracy     | Matches     
A02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S25_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S60_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P16_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S27_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S48_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P12_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S71_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S69_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S24_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S18_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P27_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S45_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P20_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S16_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S49_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P47_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S12_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P49_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P42_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P34_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P38_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S28_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S23_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S62_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A04_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P33_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P22_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S57_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S22_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S63_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P46_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P30_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S20_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S38_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S40_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S34_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S51_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S68_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P25_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S26_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P44_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S15_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S66_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S64_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S35_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S50_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A05_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S19_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P32_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P24_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P17_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P41_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P04_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P35_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S58_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S53_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S47_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S61_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S21_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S54_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P48_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P39_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P36_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P18_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P23_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A06_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S70_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P40_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S29_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P05_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S41_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S36_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S37_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P19_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A12_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P21_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S43_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S59_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P45_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S04_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S30_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S31_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P06_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S05_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S46_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S39_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
====================================================================================================

OVERALL STATISTICS:
====================================================================================================
Successful Pairs: 0/133
No valid MLE measurements - all pairs failed!

Total Pairs:      133
Successful:       0
Correct (MLE<10): 0
Accuracy:         0.00% (of successful pairs)
====================================================================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

Matching thres: 0.2

====================================================================================================
Pair ID         | MLE (pixels)       | Accuracy     | Matches         | Status
====================================================================================================
S10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P26_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S67_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S17_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S65_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S52_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S44_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S42_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P28_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S56_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S06_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P43_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S33_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S55_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P29_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P31_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S32_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P15_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S25_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S60_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P16_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S27_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S48_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P12_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S71_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S69_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S24_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S18_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P27_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S45_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P20_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S16_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S49_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P47_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S12_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P49_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P42_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P34_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P38_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S28_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S23_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S62_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A04_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P33_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P22_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S57_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S22_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S63_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P46_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P30_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S20_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S38_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S40_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A13_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S34_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S51_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S68_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P25_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S26_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P44_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S15_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S66_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S64_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S35_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P07_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S50_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A05_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S19_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P32_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P24_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P17_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P41_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P04_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A08_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P35_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S58_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S53_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S47_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S61_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S21_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S54_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P48_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P39_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A03_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P36_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P18_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P23_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A06_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S70_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P40_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S29_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P05_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
A14_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S41_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S36_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S37_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
